imgid,userid,bbox_left,bbox_top,bbox_width,bbox_height
static/data/img/HCDL_SASKIA_106910673676.jpg,17,692,219,211,558
static/data/img/HCDL_SASKIA_106910673676.jpg,17,463,219,192,243
static/data/img/HCDL_SASKIA_106910673676.jpg,17,66,349,301,358
static/data/img/HCDL_SASKIA_106910673676.jpg,17,303,358,252,399
static/data/img/HCDL_SASKIA_106910673676.jpg,18,69,373,286,346
static/data/img/HCDL_SASKIA_106910673676.jpg,18,576,217,360,564
static/data/img/HCDL_SASKIA_106910673676.jpg,18,455,217,225,291
static/data/img/HCDL_SASKIA_106910673676.jpg,18,278,319,322,477
static/data/img/HCDL_SASKIA_106910673676.jpg,19,652,247,283,547
static/data/img/HCDL_SASKIA_106910673676.jpg,19,320,371,255,419
static/data/img/HCDL_SASKIA_106910673676.jpg,19,38,373,327,331
static/data/img/HCDL_SASKIA_106910673676.jpg,19,438,221,243,267
static/data/img/HCDL_SASKIA_106910673676.jpg,21,410,181,231,349
static/data/img/HCDL_SASKIA_106910673676.jpg,21,635,110,296,686
static/data/img/HCDL_SASKIA_106910673676.jpg,21,44,293,268,462
static/data/img/HCDL_SASKIA_106910673676.jpg,21,328,238,207,558
static/data/img/HCDL_SASKIA_106910673676.jpg,22,298,324,291,445
static/data/img/HCDL_SASKIA_106910673676.jpg,22,68,363,313,326
static/data/img/HCDL_SASKIA_106910673676.jpg,22,557,225,372,567
static/data/img/HCDL_SASKIA_106910673676.jpg,22,478,221,193,237
static/data/img/HCDL_SASKIA_106910673676.jpg,23,316,343,280,427
static/data/img/HCDL_SASKIA_106910673676.jpg,23,562,229,357,547
static/data/img/HCDL_SASKIA_106910673676.jpg,23,450,219,235,248
static/data/img/HCDL_SASKIA_106910673676.jpg,23,61,376,314,316
static/data/img/HCDL_SASKIA_106910673676.jpg,24,434,214,237,256
static/data/img/HCDL_SASKIA_106910673676.jpg,24,44,374,305,332
static/data/img/HCDL_SASKIA_106910673676.jpg,24,711,175,162,599
static/data/img/HCDL_SASKIA_106910673676.jpg,24,284,343,253,412
static/data/img/HCDL_SASKIA_106910673676.jpg,26,443,214,228,252
static/data/img/HCDL_SASKIA_106910673676.jpg,26,653,231,256,549
static/data/img/HCDL_SASKIA_106910673676.jpg,26,52,365,329,323
static/data/img/HCDL_SASKIA_106910673676.jpg,26,290,361,268,376
static/data/img/HCDL_SASKIA_106910673676.jpg,28,305,338,305,438
static/data/img/HCDL_SASKIA_106910673676.jpg,28,59,367,314,327
static/data/img/HCDL_SASKIA_106910673676.jpg,28,552,229,364,552
static/data/img/HCDL_SASKIA_106910673676.jpg,28,462,220,203,246
static/data/img/HCDL_SASKIA_106910673680.jpg,9,251,384,481,452
static/data/img/HCDL_SASKIA_106910673680.jpg,10,137,149,637,775
static/data/img/HCDL_SASKIA_106910673680.jpg,10,255,509,275,227
static/data/img/HCDL_SASKIA_106910673680.jpg,13,155,121,624,741
static/data/img/HCDL_SASKIA_106910673680.jpg,14,94,286,702,433
static/data/img/HCDL_SASKIA_106910673680.jpg,15,101,91,697,884
static/data/img/HCDL_SASKIA_106910673680.jpg,16,14,55,789,863
static/data/img/HCDL_SASKIA_106910673680.jpg,17,159,135,579,696
static/data/img/HCDL_SASKIA_106910673680.jpg,18,170,281,600,610
static/data/img/HCDL_SASKIA_106910673680.jpg,28,140,97,630,846
static/data/img/HCDL_SASKIA_106910673681.jpg,13,22,39,319,985
static/data/img/HCDL_SASKIA_106910673681.jpg,13,315,0,391,1008
static/data/img/HCDL_SASKIA_106910673681.jpg,13,586,994,1,1
static/data/img/HCDL_SASKIA_106910673681.jpg,14,309,11,379,920
static/data/img/HCDL_SASKIA_106910673681.jpg,14,37,17,259,539
static/data/img/HCDL_SASKIA_106910673681.jpg,15,305,1,405,1023
static/data/img/HCDL_SASKIA_106910673681.jpg,15,0,5,418,1019
static/data/img/HCDL_SASKIA_106910673681.jpg,16,294,3,419,1021
static/data/img/HCDL_SASKIA_106910673681.jpg,16,0,0,349,1012
static/data/img/HCDL_SASKIA_106910673681.jpg,17,334,23,375,983
static/data/img/HCDL_SASKIA_106910673681.jpg,17,11,5,292,1014
static/data/img/HCDL_SASKIA_106910673681.jpg,18,288,0,427,1014
static/data/img/HCDL_SASKIA_106910673681.jpg,18,0,7,330,1017
static/data/img/HCDL_SASKIA_106910673681.jpg,19,379,69,317,955
static/data/img/HCDL_SASKIA_106910673681.jpg,19,39,13,213,1011
static/data/img/HCDL_SASKIA_106910673681.jpg,21,37,7,236,359
static/data/img/HCDL_SASKIA_106910673681.jpg,21,232,287,191,204
static/data/img/HCDL_SASKIA_106910673681.jpg,21,290,0,425,1024
static/data/img/HCDL_SASKIA_106910673681.jpg,22,7,21,357,747
static/data/img/HCDL_SASKIA_106910673681.jpg,22,296,11,418,981
static/data/img/HCDL_SASKIA_106910673681.jpg,23,4,10,391,1011
static/data/img/HCDL_SASKIA_106910673681.jpg,23,244,108,468,794
static/data/img/HCDL_SASKIA_106910673681.jpg,24,62,43,309,305
static/data/img/HCDL_SASKIA_106910673681.jpg,24,435,59,224,356
static/data/img/HCDL_SASKIA_106910673681.jpg,26,315,50,387,823
static/data/img/HCDL_SASKIA_106910673681.jpg,26,15,19,309,829
static/data/img/HCDL_SASKIA_106910673681.jpg,28,13,11,400,907
static/data/img/HCDL_SASKIA_106910673681.jpg,28,299,4,413,802
static/data/img/HCDL_SASKIA_106910673682.jpg,6,64,155,599,592
static/data/img/HCDL_SASKIA_106910673682.jpg,9,41,9,643,1015
static/data/img/HCDL_SASKIA_106910673682.jpg,10,67,373,605,403
static/data/img/HCDL_SASKIA_106910673682.jpg,22,61,60,590,874
static/data/img/HCDL_SASKIA_106910673682.jpg,23,37,240,631,734
static/data/img/HCDL_SASKIA_106910673682.jpg,24,40,452,626,384
static/data/img/HCDL_SASKIA_106910673682.jpg,26,16,450,362,240
static/data/img/HCDL_SASKIA_106910673682.jpg,26,384,502,272,229
static/data/img/HCDL_SASKIA_106910673682.jpg,28,29,1,656,1023
static/data/img/Head-of-a-Man.JPG,9,40,3,489,769
static/data/img/Head-of-a-Man.JPG,10,35,75,499,691
static/data/img/Head-of-a-Man.JPG,13,71,19,454,764
static/data/img/Head-of-a-Man.JPG,14,26,13,507,757
static/data/img/Head-of-a-Man.JPG,15,1,4,567,778
static/data/img/Head-of-a-Man.JPG,16,3,0,564,783
static/data/img/Head-of-a-Man.JPG,26,11,11,518,761
static/data/img/Head-of-a-Man.JPG,28,20,5,509,777
static/data/img/Head-of-a-Woman-1907.JPG,9,0,71,555,711
static/data/img/Head-of-a-Woman-1907.JPG,10,69,97,347,527
static/data/img/Head-of-a-Woman-1907.JPG,13,78,50,444,736
static/data/img/Head-of-a-Woman-1907.JPG,14,17,49,539,737
static/data/img/Head-of-a-Woman-1907.JPG,14,0,46,1,1
static/data/img/Head-of-a-Woman-1907.JPG,14,0,54,34,732
static/data/img/Head-of-a-Woman-1907.JPG,14,0,780,18,4
static/data/img/Head-of-a-Woman-1907.JPG,14,19,53,1,1
static/data/img/Head-of-a-Woman-1907.JPG,15,55,55,346,625
static/data/img/Head-of-a-Woman-1907.JPG,16,10,49,546,737
static/data/img/Head-of-a-Woman-1907.JPG,17,71,73,372,550
static/data/img/Head-of-a-Woman-1907.JPG,18,0,62,556,723
static/data/img/Head-of-a-Woman-1907.JPG,28,7,67,549,718
static/data/img/HUCB_SHARE_109911190994.jpg,9,223,1,321,945
static/data/img/HUCB_SHARE_109911190994.jpg,10,249,135,241,818
static/data/img/HUCB_SHARE_109911190994.jpg,13,101,19,513,936
static/data/img/HUCB_SHARE_109911190994.jpg,14,142,10,316,942
static/data/img/HUCB_SHARE_109911190994.jpg,15,46,1,512,974
static/data/img/HUCB_SHARE_109911190994.jpg,16,106,9,437,943
static/data/img/HUCB_SHARE_109911190994.jpg,17,268,6,213,946
static/data/img/HUCB_SHARE_109911190994.jpg,18,152,19,400,920
static/data/img/HUCB_SHARE_109911190994.jpg,19,263,7,199,949
static/data/img/HUCB_SHARE_109911190994.jpg,21,248,29,339,945
static/data/img/HUCB_SHARE_109911190994.jpg,22,194,0,343,941
static/data/img/HUCB_SHARE_109911190994.jpg,23,191,13,324,935
static/data/img/HUCB_SHARE_109911190994.jpg,24,186,105,379,733
static/data/img/HUCB_SHARE_109911190994.jpg,26,170,66,328,649
static/data/img/HUCB_SHARE_109911190996.jpg,9,101,1,373,1023
static/data/img/HUCB_SHARE_109911190996.jpg,10,117,163,373,861
static/data/img/HUCB_SHARE_109911190996.jpg,13,91,17,426,1007
static/data/img/HUCB_SHARE_109911190996.jpg,14,37,20,420,1004
static/data/img/HUCB_SHARE_109911190996.jpg,15,75,11,408,1013
static/data/img/HUCB_SHARE_109911190996.jpg,16,28,13,451,1011
static/data/img/HUCB_SHARE_109911190996.jpg,17,127,43,338,968
static/data/img/HUCB_SHARE_109911190996.jpg,18,49,26,407,992
static/data/img/HUCB_SHARE_109911190996.jpg,19,59,27,411,989
static/data/img/HUCB_SHARE_109911190996.jpg,21,62,3,420,1021
static/data/img/HUCB_SHARE_109911190996.jpg,21,264,297,247,325
static/data/img/HUCB_SHARE_109911209543.jpg,13,163,470,15,3
static/data/img/HUCB_SHARE_109911209543.jpg,13,585,673,132,71
static/data/img/HUCB_SHARE_109911209543.jpg,13,870,301,154,286
static/data/img/HUCB_SHARE_109911209543.jpg,13,454,234,331,319
static/data/img/HUCB_SHARE_109911209543.jpg,13,667,23,308,433
static/data/img/HUCB_SHARE_109911209543.jpg,13,454,234,331,319
static/data/img/HUCB_SHARE_109911209543.jpg,13,870,301,154,286
static/data/img/HUCB_SHARE_109911209543.jpg,13,585,673,132,71
static/data/img/HUCB_SHARE_109911209543.jpg,13,170,395,442,359
static/data/img/HUCB_SHARE_109911209543.jpg,13,163,470,15,3
static/data/img/HUCB_SHARE_109911209543.jpg,13,180,58,334,502
static/data/img/HUCB_SHARE_109911209543.jpg,13,667,23,308,433
static/data/img/HUCB_SHARE_109911209543.jpg,13,14,57,231,494
static/data/img/HUCB_SHARE_109911209543.jpg,13,14,57,231,494
static/data/img/HUCB_SHARE_109911209543.jpg,13,180,58,334,502
static/data/img/HUCB_SHARE_109911209543.jpg,13,170,395,442,359
static/data/img/HUCB_SHARE_109911209543.jpg,14,834,316,190,244
static/data/img/HUCB_SHARE_109911209543.jpg,14,17,25,167,549
static/data/img/HUCB_SHARE_109911209543.jpg,14,80,414,476,289
static/data/img/HUCB_SHARE_109911209543.jpg,14,450,194,321,410
static/data/img/HUCB_SHARE_109911209543.jpg,14,615,11,348,419
static/data/img/HUCB_SHARE_109911209543.jpg,14,132,34,289,553
static/data/img/HUCB_SHARE_109911209543.jpg,14,594,652,135,90
static/data/img/HUCB_SHARE_109911209543.jpg,15,423,187,340,394
static/data/img/HUCB_SHARE_109911209543.jpg,15,160,43,401,573
static/data/img/HUCB_SHARE_109911209543.jpg,15,0,4,221,585
static/data/img/HUCB_SHARE_109911209543.jpg,15,285,415,266,261
static/data/img/HUCB_SHARE_109911209543.jpg,15,596,652,124,88
static/data/img/HUCB_SHARE_109911209543.jpg,15,839,304,185,244
static/data/img/HUCB_SHARE_109911209543.jpg,15,582,23,418,410
static/data/img/HUCB_SHARE_109911209543.jpg,16,456,213,337,347
static/data/img/HUCB_SHARE_109911209543.jpg,16,562,659,211,93
static/data/img/HUCB_SHARE_109911209543.jpg,16,0,5,249,547
static/data/img/HUCB_SHARE_109911209543.jpg,16,126,431,413,251
static/data/img/HUCB_SHARE_109911209543.jpg,16,626,17,309,405
static/data/img/HUCB_SHARE_109911209543.jpg,16,836,303,183,287
static/data/img/HUCB_SHARE_109911209543.jpg,16,242,13,1,1
static/data/img/HUCB_SHARE_109911209543.jpg,17,173,51,272,520
static/data/img/HUCB_SHARE_109911209543.jpg,17,829,327,195,215
static/data/img/HUCB_SHARE_109911209543.jpg,17,419,247,380,333
static/data/img/HUCB_SHARE_109911209543.jpg,17,622,12,359,378
static/data/img/HUCB_SHARE_109911209543.jpg,17,593,661,155,93
static/data/img/HUCB_SHARE_109911209543.jpg,17,15,27,169,578
static/data/img/HUCB_SHARE_109911209543.jpg,17,123,434,438,260
static/data/img/HUCB_SHARE_109911209543.jpg,18,130,14,444,546
static/data/img/HUCB_SHARE_109911209543.jpg,18,603,34,309,465
static/data/img/HUCB_SHARE_109911209543.jpg,18,799,328,225,288
static/data/img/HUCB_SHARE_109911209543.jpg,18,611,218,196,351
static/data/img/HUCB_SHARE_109911209543.jpg,18,428,227,363,321
static/data/img/HUCB_SHARE_109911209543.jpg,18,69,400,447,283
static/data/img/HUCB_SHARE_109911209543.jpg,18,533,658,214,76
static/data/img/HUCB_SHARE_109911209543.jpg,18,6,0,265,533
static/data/img/HUCB_SHARE_109911209543.jpg,19,652,15,327,413
static/data/img/HUCB_SHARE_109911209543.jpg,19,180,87,241,587
static/data/img/HUCB_SHARE_109911209543.jpg,19,862,311,157,279
static/data/img/HUCB_SHARE_109911209543.jpg,19,458,193,307,443
static/data/img/HUCB_SHARE_109911209543.jpg,19,10,35,163,561
static/data/img/HUCB_SHARE_109911209543.jpg,19,102,421,451,281
static/data/img/HUCB_SHARE_109911209543.jpg,21,563,171,230,417
static/data/img/HUCB_SHARE_109911209543.jpg,21,628,19,315,411
static/data/img/HUCB_SHARE_109911209543.jpg,21,799,277,225,329
static/data/img/HUCB_SHARE_109911209543.jpg,21,311,423,228,260
static/data/img/HUCB_SHARE_109911209543.jpg,21,551,607,461,148
static/data/img/HUCB_SHARE_109911209543.jpg,21,179,17,342,498
static/data/img/HUCB_SHARE_109911209543.jpg,21,439,229,354,241
static/data/img/HUCB_SHARE_109911209543.jpg,21,0,3,160,597
static/data/img/HUCB_SHARE_109911209543.jpg,22,879,316,145,275
static/data/img/HUCB_SHARE_109911209543.jpg,22,16,29,111,570
static/data/img/HUCB_SHARE_109911209543.jpg,22,164,430,385,262
static/data/img/HUCB_SHARE_109911209543.jpg,22,617,653,144,95
static/data/img/HUCB_SHARE_109911209543.jpg,22,635,1,365,452
static/data/img/HUCB_SHARE_109911209543.jpg,22,421,277,391,393
static/data/img/HUCB_SHARE_109911209543.jpg,22,158,39,419,568
static/data/img/HUCB_SHARE_109911209543.jpg,23,583,12,422,442
static/data/img/HUCB_SHARE_109911209543.jpg,23,143,41,413,568
static/data/img/HUCB_SHARE_109911209543.jpg,23,435,255,381,340
static/data/img/HUCB_SHARE_109911209543.jpg,23,828,304,196,262
static/data/img/HUCB_SHARE_109911209543.jpg,23,0,0,219,592
static/data/img/HUCB_SHARE_109911209543.jpg,23,86,440,447,274
static/data/img/HUCB_SHARE_109911209543.jpg,24,68,39,132,495
static/data/img/HUCB_SHARE_109911209543.jpg,24,622,69,393,450
static/data/img/HUCB_SHARE_109911209543.jpg,24,282,218,139,537
static/data/img/HUCB_SHARE_109911209543.jpg,26,795,304,224,256
static/data/img/HUCB_SHARE_109911209543.jpg,26,573,27,419,427
static/data/img/HUCB_SHARE_109911209543.jpg,26,427,232,369,323
static/data/img/HUCB_SHARE_109911209543.jpg,26,148,457,373,230
static/data/img/HUCB_SHARE_109911209543.jpg,26,204,82,318,522
static/data/img/HUCB_SHARE_109911209543.jpg,26,13,54,151,505
static/data/img/HUCB_SHARE_109911209543.jpg,28,579,25,417,381
static/data/img/HUCB_SHARE_109911209543.jpg,28,167,38,375,564
static/data/img/HUCB_SHARE_109911209543.jpg,28,586,664,159,70
static/data/img/HUCB_SHARE_109911209543.jpg,28,71,454,489,261
static/data/img/HUCB_SHARE_109911209543.jpg,28,836,411,188,146
static/data/img/HUCB_SHARE_109911209543.jpg,28,2,0,213,626
static/data/img/HUCB_SHARE_109911209543.jpg,28,465,232,415,310
static/data/img/HUCB_SHARE_109911211523.jpg,9,15,7,729,1017
static/data/img/HUCB_SHARE_109911211523.jpg,10,63,77,475,237
static/data/img/HUCB_SHARE_109911211523.jpg,10,191,797,565,187
static/data/img/HUCB_SHARE_109911211523.jpg,13,41,28,714,996
static/data/img/HUCB_SHARE_109911211523.jpg,14,65,32,335,285
static/data/img/HUCB_SHARE_109911211523.jpg,14,247,53,491,651
static/data/img/HUCB_SHARE_109911211523.jpg,15,133,55,595,969
static/data/img/HUCB_SHARE_109911211523.jpg,16,44,725,693,299
static/data/img/HUCB_SHARE_109911211523.jpg,16,0,0,737,678
static/data/img/HUCB_SHARE_109911211523.jpg,17,79,32,294,992
static/data/img/HUCB_SHARE_109911211523.jpg,17,363,135,341,876
static/data/img/HUCB_SHARE_109911211523.jpg,28,1,0,460,1021
static/data/img/HUCB_SHARE_109911211523.jpg,28,333,113,394,386
static/data/img/HUCB_SHARE_109911211525.jpg,3,55,29,693,995
static/data/img/HUCB_SHARE_109911211525.jpg,6,119,20,612,961
static/data/img/HUCB_SHARE_109911211525.jpg,9,157,39,571,951
static/data/img/HUCB_SHARE_109911211525.jpg,10,131,141,523,615
static/data/img/HUCB_SHARE_109911211525.jpg,21,128,37,587,987
static/data/img/HUCB_SHARE_109911211525.jpg,22,123,49,626,975
static/data/img/HUCB_SHARE_109911211525.jpg,23,3,39,844,983
static/data/img/HUCB_SHARE_109911211525.jpg,24,102,54,583,721
static/data/img/HUCB_SHARE_109911211525.jpg,26,117,66,571,823
static/data/img/HUCB_SHARE_109911211525.jpg,28,113,26,620,959
static/data/img/HUCB_SHARE_109911211526.jpg,3,355,117,424,775
static/data/img/HUCB_SHARE_109911211526.jpg,3,24,110,512,722
static/data/img/HUCB_SHARE_109911211526.jpg,14,349,161,416,725
static/data/img/HUCB_SHARE_109911211526.jpg,14,52,133,510,622
static/data/img/HUCB_SHARE_109911211526.jpg,15,78,154,517,638
static/data/img/HUCB_SHARE_109911211526.jpg,16,372,87,411,861
static/data/img/HUCB_SHARE_109911211526.jpg,16,50,79,517,855
static/data/img/HUCB_SHARE_109911211526.jpg,17,111,168,323,632
static/data/img/HUCB_SHARE_109911211526.jpg,17,438,140,314,727
static/data/img/HUCB_SHARE_109911211526.jpg,18,317,178,439,711
static/data/img/HUCB_SHARE_109911211526.jpg,18,30,121,505,741
static/data/img/HUCB_SHARE_109911211526.jpg,19,73,213,395,483
static/data/img/HUCB_SHARE_109911211526.jpg,19,387,175,351,643
static/data/img/HUCB_SHARE_109911211526.jpg,21,297,98,493,857
static/data/img/HUCB_SHARE_109911211526.jpg,21,53,70,486,797
static/data/img/HUCB_SHARE_109911211526.jpg,22,10,194,566,619
static/data/img/HUCB_SHARE_109911211526.jpg,22,318,165,461,728
static/data/img/HUCB_SHARE_109911211526.jpg,23,359,175,393,757
static/data/img/HUCB_SHARE_109911211526.jpg,23,47,145,515,643
static/data/img/HUCB_SHARE_109911211526.jpg,24,87,159,749,625
static/data/img/HUCB_SHARE_109911211526.jpg,26,343,132,406,792
static/data/img/HUCB_SHARE_109911211526.jpg,26,59,170,472,612
static/data/img/HUCB_SHARE_109911211526.jpg,28,80,137,410,645
static/data/img/HUCB_SHARE_109911211526.jpg,28,355,173,418,719
static/data/img/HUCB_SHARE_109911211527.jpg,13,75,149,946,606
static/data/img/HUCB_SHARE_109911211527.jpg,14,44,143,938,567
static/data/img/HUCB_SHARE_109911211527.jpg,15,74,170,903,541
static/data/img/HUCB_SHARE_109911211527.jpg,16,20,79,963,659
static/data/img/HUCB_SHARE_109911211527.jpg,17,67,202,845,490
static/data/img/HUCB_SHARE_109911211527.jpg,18,31,160,932,576
static/data/img/HUCB_SHARE_109911211527.jpg,19,50,190,844,513
static/data/img/HUCB_SHARE_109911211527.jpg,21,60,178,933,460
static/data/img/HUCB_SHARE_109911211527.jpg,22,30,168,959,552
static/data/img/HUCB_SHARE_109911211527.jpg,23,34,167,930,585
static/data/img/HUCB_SHARE_109911211527.jpg,24,110,137,811,511
static/data/img/HUCB_SHARE_109911211527.jpg,26,87,176,857,549
static/data/img/HUCB_SHARE_109911211527.jpg,28,79,169,849,553
static/data/img/HUCB_SHARE_109911211564.jpg,9,135,69,469,903
static/data/img/HUCB_SHARE_109911211564.jpg,10,189,59,375,301
static/data/img/HUCB_SHARE_109911211564.jpg,13,63,42,663,949
static/data/img/HUCB_SHARE_109911211564.jpg,14,142,32,509,952
static/data/img/HUCB_SHARE_109911211564.jpg,15,74,14,610,988
static/data/img/HUCB_SHARE_109911211564.jpg,26,119,51,542,832
static/data/img/HUCB_SHARE_109911211564.jpg,28,71,38,600,937
static/data/img/HUCB_SHARE_109911211565.jpg,9,43,51,675,903
static/data/img/HUCB_SHARE_109911211565.jpg,10,451,83,1,1
static/data/img/HUCB_SHARE_109911211565.jpg,10,279,59,281,205
static/data/img/HUCB_SHARE_109911211565.jpg,13,109,63,608,961
static/data/img/HUCB_SHARE_109911211565.jpg,14,34,49,683,935
static/data/img/HUCB_SHARE_109911211565.jpg,15,53,33,667,957
static/data/img/HUCB_SHARE_109911211565.jpg,26,90,75,607,815
static/data/img/HUCB_SHARE_109911211565.jpg,28,40,55,685,924
static/data/img/HUCB_SHARE_109911211566.jpg,6,55,59,625,766
static/data/img/HUCB_SHARE_109911211566.jpg,9,55,45,617,945
static/data/img/HUCB_SHARE_109911211566.jpg,10,37,45,663,813
static/data/img/HUCB_SHARE_109911211566.jpg,13,5,34,701,974
static/data/img/HUCB_SHARE_109911211566.jpg,23,23,38,650,791
static/data/img/HUCB_SHARE_109911211566.jpg,24,34,143,667,647
static/data/img/HUCB_SHARE_109911211566.jpg,26,16,59,689,763
static/data/img/HUCB_SHARE_109911211566.jpg,28,31,37,657,810
static/data/img/HUCB_SHARE_109911211568.jpg,3,31,53,563,948
static/data/img/HUCB_SHARE_109911211568.jpg,15,50,85,565,908
static/data/img/HUCB_SHARE_109911211568.jpg,16,12,37,610,987
static/data/img/HUCB_SHARE_109911211568.jpg,17,135,71,422,915
static/data/img/HUCB_SHARE_109911211568.jpg,18,16,29,581,904
static/data/img/HUCB_SHARE_109911211568.jpg,19,19,53,537,815
static/data/img/HUCB_SHARE_109911211568.jpg,21,18,27,603,997
static/data/img/HUCB_SHARE_109911211568.jpg,22,94,21,488,974
static/data/img/HUCB_SHARE_109911211568.jpg,23,51,43,571,949
static/data/img/HUCB_SHARE_109911211568.jpg,24,134,40,475,644
static/data/img/HUCB_SHARE_109911211568.jpg,26,87,80,500,812
static/data/img/HUCB_SHARE_109911211568.jpg,28,67,62,501,922
static/data/img/HUCB_SHARE_109911211570.jpg,3,153,13,369,1003
static/data/img/HUCB_SHARE_109911211570.jpg,13,56,3,535,1021
static/data/img/HUCB_SHARE_109911211570.jpg,14,26,28,664,980
static/data/img/HUCB_SHARE_109911211570.jpg,14,26,28,664,980
static/data/img/HUCB_SHARE_109911211570.jpg,14,26,28,664,980
static/data/img/HUCB_SHARE_109911211570.jpg,14,26,28,664,980
static/data/img/HUCB_SHARE_109911211570.jpg,15,207,5,312,454
static/data/img/HUCB_SHARE_109911211570.jpg,16,0,5,677,1003
static/data/img/HUCB_SHARE_109911211570.jpg,17,169,18,408,995
static/data/img/HUCB_SHARE_109911211570.jpg,18,7,1,682,1001
static/data/img/HUCB_SHARE_109911211570.jpg,19,102,19,504,1005
static/data/img/HUCB_SHARE_109911211570.jpg,21,29,306,662,708
static/data/img/HUCB_SHARE_109911211570.jpg,21,210,6,263,277
static/data/img/HUCB_SHARE_109911211570.jpg,22,74,24,613,985
static/data/img/HUCB_SHARE_109911211570.jpg,22,33,282,662,742
static/data/img/HUCB_SHARE_109911211570.jpg,23,31,37,647,949
static/data/img/HUCB_SHARE_109911211570.jpg,24,191,22,362,530
static/data/img/HUCB_SHARE_109911211570.jpg,26,35,50,633,770
static/data/img/HUCB_SHARE_109911211570.jpg,28,160,25,370,986
static/data/img/HUCB_SHARE_109911211571.jpg,3,402,494,202,211
static/data/img/HUCB_SHARE_109911211571.jpg,3,540,48,391,744
static/data/img/HUCB_SHARE_109911211571.jpg,3,53,63,274,729
static/data/img/HUCB_SHARE_109911211571.jpg,3,371,107,79,317
static/data/img/HUCB_SHARE_109911211571.jpg,6,50,89,278,607
static/data/img/HUCB_SHARE_109911211571.jpg,6,383,45,544,723
static/data/img/HUCB_SHARE_109911211571.jpg,9,96,81,179,685
static/data/img/HUCB_SHARE_109911211571.jpg,9,436,21,347,771
static/data/img/HUCB_SHARE_109911211571.jpg,19,116,101,169,645
static/data/img/HUCB_SHARE_109911211571.jpg,19,454,91,439,649
static/data/img/HUCB_SHARE_109911211571.jpg,21,286,69,195,723
static/data/img/HUCB_SHARE_109911211571.jpg,21,538,45,413,737
static/data/img/HUCB_SHARE_109911211571.jpg,21,55,57,253,645
static/data/img/HUCB_SHARE_109911211571.jpg,21,400,473,580,271
static/data/img/HUCB_SHARE_109911211571.jpg,22,61,91,225,684
static/data/img/HUCB_SHARE_109911211571.jpg,22,537,40,396,750
static/data/img/HUCB_SHARE_109911211571.jpg,22,373,483,273,309
static/data/img/HUCB_SHARE_109911211571.jpg,22,308,123,144,292
static/data/img/HUCB_SHARE_109911211571.jpg,23,51,75,315,717
static/data/img/HUCB_SHARE_109911211571.jpg,23,495,35,467,757
static/data/img/HUCB_SHARE_109911211571.jpg,24,71,77,249,622
static/data/img/HUCB_SHARE_109911211571.jpg,24,571,79,340,179
static/data/img/HUCB_SHARE_109911211571.jpg,26,47,82,264,667
static/data/img/HUCB_SHARE_109911211571.jpg,26,406,490,419,281
static/data/img/HUCB_SHARE_109911211571.jpg,26,549,79,358,684
static/data/img/HUCB_SHARE_109911211571.jpg,28,540,40,378,723
static/data/img/HUCB_SHARE_109911211571.jpg,28,53,82,213,709
static/data/img/HUCB_SHARE_109911211571.jpg,28,345,127,97,298
static/data/img/HUCB_SHARE_109911211612.jpg,3,54,20,563,986
static/data/img/HUCB_SHARE_109911211612.jpg,6,60,13,517,993
static/data/img/HUCB_SHARE_109911211612.jpg,9,85,37,585,987
static/data/img/HUCB_SHARE_109911211612.jpg,10,31,49,579,961
static/data/img/HUCB_SHARE_109911211612.jpg,21,64,17,619,994
static/data/img/HUCB_SHARE_109911211612.jpg,22,68,16,513,990
static/data/img/HUCB_SHARE_109911211612.jpg,23,45,23,551,993
static/data/img/HUCB_SHARE_109911211612.jpg,24,301,50,290,143
static/data/img/HUCB_SHARE_109911211612.jpg,26,87,62,555,815
static/data/img/HUCB_SHARE_109911211612.jpg,28,76,20,540,1001
static/data/img/HUCB_SHARE_109911211614.jpg,13,92,13,695,1011
static/data/img/HUCB_SHARE_109911211614.jpg,14,67,112,693,890
static/data/img/HUCB_SHARE_109911211614.jpg,15,81,83,674,797
static/data/img/HUCB_SHARE_109911211614.jpg,16,34,39,735,985
static/data/img/HUCB_SHARE_109911211614.jpg,17,97,114,553,706
static/data/img/HUCB_SHARE_109911211614.jpg,18,55,101,682,914
static/data/img/HUCB_SHARE_109911211614.jpg,19,159,65,583,813
static/data/img/HUCB_SHARE_109911211614.jpg,21,74,5,724,1019
static/data/img/HUCB_SHARE_109911211614.jpg,22,71,125,694,716
static/data/img/HUCB_SHARE_109911211614.jpg,23,5,35,841,981
static/data/img/HUCB_SHARE_109911211614.jpg,24,271,141,414,430
static/data/img/HUCB_SHARE_109911211614.jpg,26,45,117,772,760
static/data/img/HUCB_SHARE_109911211614.jpg,28,58,17,739,989
static/data/img/HUCB_SHARE_109911212002.jpg,6,132,80,675,925
static/data/img/HUCB_SHARE_109911212002.jpg,9,3,77,789,939
static/data/img/HUCB_SHARE_109911212002.jpg,10,17,69,761,927
static/data/img/HUCB_SHARE_109911212002.jpg,13,15,70,770,954
static/data/img/HUCB_SHARE_109911212002.jpg,23,20,81,757,936
static/data/img/HUCB_SHARE_109911212002.jpg,24,200,63,553,532
static/data/img/HUCB_SHARE_109911212002.jpg,26,62,75,685,754
static/data/img/HUCB_SHARE_109911212002.jpg,28,0,47,778,959
